"V1","V2","V3","V4","V5","V6"
0.0711590133737301,0.070873616773442,7343,1454,-0.293846600680937,0
0.058812654439782,0.0620617355853232,4815,15,-0.0178381599628936,0.000888024737480853
0.0323434803841796,0.0359813628421666,5856,256,0.0624842840661103,2.21043259929779e-31
0.00532804036013712,0.0108969290785333,6027,497,0.0725121444784252,1.06960603864363e-41
